,GENDER,OWN_CAR,OWN_REALTY,CNT_CHILDREN,AMT_INCOME_TOTAL,EDUCATION,CNT_FAM_MEMBERS,AVERGE_STATUS,Civil marriage,Married,Separated,Single / not married,Widow,DAYS_BIRTH_NORMALIZED,DAYS_EMPLOYED_NORMALIZED
30617,-1,1,1,2,180000.0,3,4.0,0.2,1,0,0,0,0,-1.055379281688395,-0.4606294646919308
4582,-1,-1,1,0,630000.0,1,1.0,1.0,0,0,0,1,0,1.4300095697192048,2.2228550682064934
24745,-1,1,-1,1,81000.0,1,3.0,1.0,0,1,0,0,0,-0.21739376857012374,-0.45440121320926746
7555,-1,-1,1,0,225000.0,3,1.0,1.0,0,0,0,1,0,-0.18739769622554925,-0.46134442373786966
1491,1,1,1,0,180000.0,1,2.0,0.6,0,1,0,0,0,0.28158851424121045,-0.447207398478996
18428,-1,-1,-1,0,135000.0,3,2.0,0.14285714285714285,0,1,0,0,0,-0.14645067683454283,-0.4662017228231657
9648,-1,1,-1,0,112500.0,1,2.0,1.0,0,1,0,0,0,-0.5885356478176762,-0.45621440831546295
4795,-1,-1,1,0,202500.0,3,1.0,0.35714285714285715,0,0,0,1,0,-0.436174645432536,-0.4539737119240669
1339,1,1,1,0,112500.0,1,2.0,1.0,0,1,0,0,0,0.9550717575967755,2.2228550682064934
20703,1,-1,-1,1,157500.0,3,2.0,1.0,0,0,1,0,0,-1.2172628467226063,-0.46069580109825503
6473,-1,1,1,0,225000.0,3,2.0,0.5405405405405406,0,1,0,0,0,0.33967614640054516,-0.4460059724533461
15824,1,-1,1,0,180000.0,1,2.0,0.42857142857142855,0,1,0,0,0,0.8391345573443328,-0.4457406268280492
26364,-1,-1,1,0,225000.0,2,2.0,1.0,1,0,0,0,0,0.1232759102004007,-0.45739372220567137
22603,-1,-1,1,0,193500.0,1,2.0,0.0,0,1,0,0,0,1.3764451548181789,2.2228550682064934
123,-1,-1,1,0,297000.0,1,1.0,0.5,0,0,0,1,0,-0.10859849030448455,-0.4454089447964281
36120,1,1,1,1,450000.0,1,3.0,1.0,0,1,0,0,0,0.5232235414613937,-0.4642484841925079
22136,-1,-1,1,0,135000.0,1,2.0,1.0,0,1,0,0,0,-0.09050562127124916,-0.44578485109893207
4835,1,1,-1,0,99000.0,1,2.0,0.4444444444444444,1,0,0,0,0,1.3528768122617274,-0.44366208609655683
35374,-1,1,1,1,180000.0,3,2.0,1.0,0,0,1,0,0,0.6815361455022034,-0.4251615994439119
27813,-1,-1,1,0,135000.0,3,1.0,0.3157894736842105,0,0,0,0,1,1.5161887616932996,2.2228550682064934
28768,-1,-1,1,1,202500.0,1,3.0,1.0,0,1,0,0,0,-0.040750231429851805,-0.46385046575456257
20713,-1,-1,-1,0,99000.0,1,1.0,0.3333333333333333,0,0,0,1,0,0.09589854258432082,-0.46651866343115916
16837,-1,-1,1,0,180000.0,3,1.0,0.1724137931034483,0,0,0,1,0,1.8230533430596212,2.2228550682064934
32605,-1,-1,-1,1,135000.0,3,3.0,1.0,0,1,0,0,0,-1.5524570519699148,-0.46171295932855977
3539,-1,1,1,0,225000.0,3,1.0,0.35714285714285715,0,0,0,1,0,-1.1363210642055006,-0.4598850227987367
1580,-1,1,1,1,157500.0,3,3.0,0.2903225806451613,0,1,0,0,0,-0.35737543951147127,-0.45259538881488576
12043,-1,-1,-1,1,99000.0,1,3.0,0.35,0,1,0,0,0,-0.12550103900658605,-0.40924823263791177
20066,-1,-1,1,0,171000.0,1,1.0,0.08695652173913043,0,0,0,1,0,0.2292144196713185,-0.46428533775157693
28319,-1,1,1,0,144000.0,1,2.0,1.0,0,1,0,0,0,-0.5999627229965617,-0.4541284968721568
33502,1,1,-1,0,225000.0,1,2.0,1.0,0,1,0,0,0,-1.2408311892790578,-0.45838876830053477
8731,-1,-1,1,0,112500.0,1,2.0,0.1111111111111111,0,1,0,0,0,1.9882698050210075,2.2228550682064934
3598,1,1,-1,1,225000.0,1,3.0,0.1875,0,1,0,0,0,-1.3029659105642477,-0.45540363001594464
6807,1,-1,-1,0,247500.0,1,2.0,1.0,0,1,0,0,0,-0.9518214128797449,-0.44935227561681257
31650,-1,-1,1,0,180000.0,1,2.0,0.46153846153846156,0,1,0,0,0,-1.3182020108027617,-0.4525585352558168
11727,-1,-1,1,0,171000.0,1,1.0,1.0,0,0,0,1,0,0.9298369665767366,-0.40729499400725405
3584,-1,-1,1,1,45000.0,1,3.0,1.0,0,1,0,0,0,-0.08550627588048675,-0.4614549844150767
3064,1,1,1,1,135000.0,3,3.0,1.0,0,1,0,0,0,-1.0037193793171832,-0.46857509202721015
4133,-1,-1,-1,0,135000.0,1,2.0,1.0,0,1,0,0,0,-0.12288233427809145,-0.4645138298178048
2701,-1,-1,-1,1,135000.0,1,2.0,0.6666666666666666,0,0,1,0,0,-0.1916828494176313,-0.410434917239934
26891,-1,-1,1,0,90000.0,1,2.0,0.9,0,1,0,0,0,0.5927382487996139,-0.4299157085638147
10491,1,-1,1,2,135000.0,3,4.0,0.10869565217391304,0,1,0,0,0,0.09447015818696013,2.2228550682064934
23191,1,-1,1,0,189000.0,1,2.0,1.0,0,1,0,0,0,1.1731384422605073,-0.466975647563615
7374,-1,-1,-1,1,202500.0,1,2.0,0.6,0,0,0,1,0,0.7848559502446266,-0.4234294821676683
18154,-1,-1,-1,0,180000.0,1,1.0,1.0,0,0,0,1,0,-0.6140085029039418,-0.44084647418368417
28902,1,1,-1,1,292500.0,1,3.0,1.0,0,1,0,0,0,0.07971018608089966,-0.45891945955112856
33974,-1,-1,1,0,67500.0,0,1.0,0.28,0,0,0,1,0,1.4688140125141702,2.2228550682064934
16540,1,1,-1,0,180000.0,1,1.0,1.0,0,0,0,1,0,-1.4915126510158587,-0.45910372734647364
24759,-1,1,-1,1,81000.0,1,3.0,0.9230769230769231,0,1,0,0,0,-0.21739376857012374,-0.45440121320926746
17546,-1,-1,1,0,76500.0,1,2.0,0.2647058823529412,0,1,0,0,0,0.8105668693971191,-0.43223011207334877
17407,-1,-1,1,0,135000.0,3,1.0,1.0,0,0,0,1,0,0.8134236381918405,-0.46835397067279605
30916,1,-1,-1,0,135000.0,1,2.0,1.0,0,1,0,0,0,-0.654241330096268,-0.46556047089536484
34190,-1,-1,1,0,90000.0,1,1.0,0.25,0,0,0,1,0,1.7347315744894851,2.2228550682064934
20176,-1,-1,-1,0,117000.0,1,1.0,1.0,0,0,0,1,0,1.4466740543550793,2.2228550682064934
30363,1,1,-1,0,427500.0,3,2.0,1.0,0,1,0,0,0,0.17041259531330344,-0.4577106628136649
16485,1,1,1,0,157500.0,1,2.0,0.5625,0,1,0,0,0,-1.071567638191816,-0.4649487018148192
24086,-1,1,-1,2,135000.0,3,4.0,1.0,1,0,0,0,0,-1.1825054930534962,-0.45977446212152967
7076,-1,-1,1,3,180000.0,3,5.0,0.16393442622950818,0,1,0,0,0,-1.0351438360591183,-0.458565665384066
17308,-1,-1,1,0,110250.0,1,2.0,0.0,0,1,0,0,0,0.4301404915667221,-0.45153400631369817
3030,1,-1,1,0,337500.0,3,2.0,0.5,0,1,0,0,0,-0.6456710237121037,-0.4304095462553395
4209,1,1,-1,0,202500.0,1,2.0,1.0,0,1,0,0,0,-1.7426702408851131,-0.4613812772969387
28218,-1,-1,1,0,90000.0,1,2.0,0.42857142857142855,0,1,0,0,0,0.17469774850538553,-0.46265641044072653
1654,1,1,1,1,450000.0,1,3.0,0.6666666666666666,0,1,0,0,0,0.5232235414613937,-0.4642484841925079
24192,1,1,-1,0,157500.0,1,2.0,1.0,0,1,0,0,0,-1.1534616769738288,-0.4454310569318695
19004,-1,-1,1,0,202500.0,3,2.0,0.2222222222222222,0,1,0,0,0,0.310394266254651,-0.4370874111586448
5760,1,1,-1,1,292500.0,1,2.0,0.6538461538461539,0,0,1,0,0,-0.7816056055275961,-0.4614623551268905
2400,-1,1,1,1,157500.0,1,3.0,1.0,0,1,0,0,0,-0.9611059114625894,-0.45331034786082464
6994,1,-1,1,1,135000.0,1,3.0,0.23255813953488372,0,1,0,0,0,-0.5221157733404042,-0.44689782858281624
10325,1,1,1,0,360000.0,1,2.0,1.0,0,1,0,0,0,1.2576511857710149,-0.45408427260127393
18326,-1,1,1,1,279000.0,3,3.0,1.0,1,0,0,0,0,0.05042830593500553,-0.44174570102496813
25283,1,1,1,0,225000.0,3,2.0,0.23529411764705882,0,1,0,0,0,-1.2444021502724594,-0.4570030744795398
9540,-1,1,-1,0,112500.0,1,2.0,1.0,0,1,0,0,0,0.3325342244137417,-0.46203727064836714
23388,1,-1,-1,1,202500.0,1,3.0,0.05,0,1,0,0,0,-1.3005852699019798,-0.4653909445236474
21584,-1,1,1,2,1125000.0,3,4.0,0.21052631578947367,0,1,0,0,0,-0.3895140884520868,-0.4496913283602475
22637,-1,1,1,0,45900.0,1,1.0,0.3225806451612903,0,0,0,0,1,1.025300657133676,2.2228550682064934
29380,-1,-1,-1,1,144000.0,1,2.0,1.0,0,0,0,1,0,-0.36856445062413,-0.44340411118307377
22762,-1,-1,1,0,112500.0,1,2.0,0.18867924528301888,0,1,0,0,0,0.7329579838071882,-0.45969338429157786
17487,1,1,-1,0,135000.0,1,2.0,0.1111111111111111,0,1,0,0,0,-0.5932969291422118,-0.4558606141484004
15604,-1,-1,1,2,189000.0,1,4.0,0.34782608695652173,1,0,0,0,0,-0.5206873889430434,-0.46665870695562145
34765,-1,-1,1,0,225000.0,1,2.0,0.11428571428571428,0,1,0,0,0,1.2193228711085031,2.2228550682064934
4358,1,1,-1,0,135000.0,2,2.0,1.0,1,0,0,0,0,-1.3008233339682067,-0.4669977596990564
5820,-1,-1,1,1,118350.0,3,3.0,0.14285714285714285,1,0,0,0,0,-1.430092121929349,-0.4634966715875001
29739,1,-1,-1,1,180000.0,1,3.0,0.13636363636363635,0,1,0,0,0,-0.37475411634602634,-0.4620298999365533
7876,1,1,-1,0,202500.0,2,2.0,0.10869565217391304,0,1,0,0,0,-0.8044597558853671,-0.4515634891609534
1239,1,1,-1,0,90000.0,1,1.0,0.2916666666666667,0,0,0,1,0,-0.8551674019916715,-0.45437910107382606
20104,-1,-1,1,1,292500.0,1,3.0,1.0,1,0,0,0,0,0.42990242750049534,-0.4025851091582341
22640,1,1,1,3,81000.0,1,5.0,0.7058823529411765,0,1,0,0,0,-0.7906520400442137,-0.4677716844395057
17820,1,1,1,1,135000.0,3,3.0,1.0,0,1,0,0,0,0.5367931932363202,-0.4659732307569378
23981,1,1,-1,1,450000.0,3,3.0,0.3076923076923077,0,1,0,0,0,0.8177087913839225,-0.4283752297947299
2184,-1,-1,1,2,126000.0,3,4.0,1.0,0,1,0,0,0,-0.8444545190114664,-0.43312933891463273
10647,1,1,-1,0,225000.0,3,2.0,1.0,1,0,0,0,0,-0.6254355780828273,-0.4679928057939197
1600,-1,-1,1,0,270000.0,1,2.0,0.11764705882352941,0,1,0,0,0,-0.12502491087413248,-0.4635703787056381
18837,1,1,1,1,180000.0,1,2.0,1.0,0,0,0,1,0,-0.2590549801598105,-0.4566345388888497
25310,1,1,1,0,90000.0,1,2.0,0.3333333333333333,0,1,0,0,0,0.25254469816154307,-0.4531997871836176
29664,1,1,-1,1,135000.0,3,3.0,0.23076923076923078,0,1,0,0,0,0.4446623996065558,-0.44453183009058556
21726,-1,-1,1,2,270000.0,3,4.0,0.3333333333333333,0,1,0,0,0,-0.12788167966885386,-0.4530523729473416
15110,-1,1,-1,1,135000.0,3,3.0,1.0,0,1,0,0,0,-1.1220372202318938,-0.46509611605109524
27098,-1,-1,1,0,283500.0,1,2.0,1.0,0,1,0,0,0,0.39895409889101374,-0.45167404983816045
2141,-1,-1,-1,0,202500.0,3,2.0,0.058823529411764705,0,1,0,0,0,0.7846178861783999,-0.43357895233527466
16778,1,1,-1,1,225000.0,1,3.0,1.0,0,1,0,0,0,0.6289239868660847,-0.44766438261145175
31816,1,1,1,2,225000.0,1,4.0,0.08695652173913043,0,1,0,0,0,-1.332009726643915,-0.4442148894825921
23560,1,1,-1,0,103500.0,1,2.0,1.0,0,1,0,0,0,-0.9177782514093151,-0.43532581103514595
33699,-1,-1,-1,0,247500.0,1,2.0,0.36363636363636365,0,1,0,0,0,-0.170257083457221,-0.4646612440540809
21077,-1,-1,1,0,148500.0,1,2.0,1.0,0,1,0,0,0,0.7858082065095338,2.2228550682064934
17115,-1,-1,-1,1,121500.0,1,3.0,0.7727272727272727,0,1,0,0,0,-0.7451818033948985,-0.4598260571042263
35299,-1,-1,1,0,247500.0,3,1.0,0.5333333333333333,0,0,0,0,1,1.7530625075889472,-0.4601577391358474
10646,-1,1,-1,0,292500.0,3,2.0,0.5,1,0,0,0,0,-1.347245826882429,-0.4572241958339539
19482,-1,1,1,1,126000.0,3,3.0,1.0,0,1,0,0,0,-0.8116016778721705,-0.46827289284284423
27168,-1,1,1,2,90000.0,1,4.0,0.4,0,1,0,0,0,-0.10717010590712386,-0.4445023472433304
27484,1,1,-1,1,171000.0,3,3.0,1.0,0,1,0,0,0,-0.13216683286093592,-0.4577254042372925
9115,-1,1,1,0,382500.0,3,2.0,0.09523809523809523,0,1,0,0,0,0.9710220500339699,-0.4218742619749559
32879,-1,1,-1,1,166500.0,1,3.0,1.0,1,0,0,0,0,-0.4656945896446569,-0.44048530930480784
17700,1,-1,1,0,351000.0,1,1.0,0.2653061224489796,0,0,0,1,0,0.6286859227998579,-0.467086208240822
3145,-1,-1,-1,1,202500.0,1,2.0,0.3448275862068966,0,0,1,0,0,-1.2320228188286668,-0.4459101531997667
13479,-1,-1,-1,0,157500.0,1,2.0,0.5789473684210527,0,1,0,0,0,1.1226688602204298,2.2228550682064934
15667,1,1,1,0,180000.0,1,2.0,0.21212121212121213,0,1,0,0,0,0.14565393242571817,-0.46150657939777334
35989,-1,1,1,1,90000.0,1,3.0,0.26666666666666666,0,1,0,0,0,0.41419019912952776,-0.41850584667604807
10732,1,1,1,0,315000.0,1,2.0,1.0,0,1,0,0,0,0.24159375111511114,-0.4543127646675018
13619,1,1,-1,0,126000.0,1,2.0,1.0,0,1,0,0,0,0.990543303464566,-0.45601539909649025
19269,-1,-1,1,1,225000.0,3,2.0,1.0,0,0,0,1,0,-0.9444414268267146,-0.46822866857196144
2401,-1,1,1,1,157500.0,1,3.0,1.0,0,1,0,0,0,-0.9611059114625894,-0.45331034786082464
16366,-1,1,1,0,135000.0,1,1.0,1.0,0,0,1,0,0,0.056141843524448294,-0.45888260599205954
29145,1,1,-1,0,112500.0,1,2.0,0.061224489795918366,0,1,0,0,0,1.0938631082069892,2.2228550682064934
21739,-1,-1,-1,0,135000.0,1,1.0,1.0,0,0,1,0,0,0.19040997687635308,-0.4443107087361715
35453,-1,1,-1,0,112500.0,1,2.0,1.0,0,1,0,0,0,0.5967853379254693,-0.4659953428923792
33346,-1,-1,1,0,157500.0,1,2.0,0.25,1,0,0,0,0,-0.6121039903741275,-0.44044108503392504
25255,-1,1,1,2,103500.0,1,4.0,1.0,0,1,0,0,0,-0.9901497275422567,-0.4574526879001818
22158,-1,-1,1,0,135000.0,1,1.0,1.0,0,0,0,1,0,1.0681521890544967,2.2228550682064934
20019,-1,-1,1,0,612000.0,1,2.0,0.38461538461538464,0,1,0,0,0,-0.8123158700708508,-0.44186363241398896
8614,-1,1,1,0,247500.0,1,2.0,1.0,1,0,0,0,0,-1.020145799886831,-0.4664670684484626
5469,-1,-1,1,0,99000.0,1,1.0,1.0,0,0,1,0,0,0.49822681450758166,-0.4038676130138358
22204,-1,-1,1,0,202500.0,1,2.0,0.7727272727272727,0,1,0,0,0,0.8227081367746849,-0.42335577504953026
21789,-1,-1,1,1,112500.0,1,2.0,0.16216216216216217,0,0,0,1,0,0.6522542653563094,-0.44811399603209373
22248,-1,-1,1,0,292500.0,3,1.0,1.0,0,0,0,1,0,-0.16002032860946938,-0.46844978992637554
33532,1,1,-1,2,135000.0,1,4.0,0.24390243902439024,0,1,0,0,0,-0.46117137238634803,-0.42090869872734776
9923,-1,-1,1,1,90000.0,3,3.0,0.25,0,1,0,0,0,-1.2986807573721657,-0.45171827410904325
23193,1,-1,1,0,189000.0,1,2.0,1.0,0,1,0,0,0,1.1731384422605073,-0.466975647563615
19822,-1,-1,1,0,207000.0,1,2.0,1.0,0,1,0,0,0,1.074341854776393,-0.4662459470940485
8934,1,-1,1,0,90000.0,1,2.0,0.0,0,1,0,0,0,0.5836918142829962,-0.45969338429157786
34885,1,1,1,1,810000.0,2,3.0,0.28205128205128205,1,0,0,0,0,0.46346946083847157,-0.4437800174855777
4625,1,-1,1,0,337500.0,1,2.0,0.75,0,1,0,0,0,0.6158304632236118,-0.46025355838942683
14954,-1,-1,1,0,112500.0,1,2.0,0.0,0,1,0,0,0,0.6627290842702878,2.2228550682064934
17879,-1,-1,1,0,360000.0,1,2.0,1.0,0,1,0,0,0,0.7367670088668168,-0.3919270598754753
26449,-1,-1,1,0,148500.0,1,1.0,0.07142857142857142,0,0,0,1,0,0.9167434429342637,-0.4479592110840038
28822,-1,-1,1,1,157500.0,0,2.0,1.0,0,0,0,0,1,-0.6223407452218792,-0.4452320477128968
12058,-1,-1,-1,1,135000.0,1,2.0,0.38461538461538464,0,0,0,1,0,-0.25429369883527486,-0.4505242187952072
25037,1,1,-1,0,67500.0,0,2.0,0.041666666666666664,0,1,0,0,0,2.0294548884782406,2.2228550682064934
26531,1,1,1,0,135000.0,3,2.0,1.0,0,1,0,0,0,1.7225903071119193,2.2228550682064934
7547,1,1,1,1,135000.0,1,3.0,1.0,0,1,0,0,0,-1.2541627769877575,-0.45034732171167596
6749,1,1,1,2,108000.0,1,4.0,1.0,0,1,0,0,0,-0.8204100483225615,-0.4624795133571953
15826,-1,-1,1,0,225000.0,1,2.0,0.12195121951219512,0,1,0,0,0,-0.34856706906108037,-0.4560596233673731
2484,-1,-1,1,0,67500.0,3,2.0,0.9230769230769231,0,1,0,0,0,1.4847643049513646,2.2228550682064934
10555,1,-1,1,0,30150.0,0,2.0,0.3,0,1,0,0,0,1.8556681201326901,2.2228550682064934
15630,-1,-1,1,0,103500.0,1,1.0,0.6,0,0,0,0,1,1.9328008775901673,2.2228550682064934
